ts,exchange,symbol,tf,o,h,l,c,v,qv,n,vwap
1759466520000,binance,BTCUSDT,1m,120027.23,120039.82,120027.22,120039.81,3.9962,479665.3189253,473,120030.35857196836
1759466580000,binance,BTCUSDT,1m,120039.81,120039.82,120014.55,120031.26,4.92068,590625.2778796,973,120029.1987854524
1759466640000,binance,BTCUSDT,1m,120031.25,120031.26,120027.23,120027.23,1.82383,218910.8422672,276,120028.09596683901
1759466700000,binance,BTCUSDT,1m,120027.24,120044.54,120027.23,120042.23,3.31569,398011.7978392,549,120038.90527739325
1759466760000,binance,BTCUSDT,1m,120042.24,120059.92,120042.23,120059.91,1.29901,155946.5341519,738,120050.29534176027
1759466820000,binance,BTCUSDT,1m,120059.92,120059.92,120059.91,120059.92,3.53486,424394.9746477,188,120059.91033526079
1759466880000,binance,BTCUSDT,1m,120059.92,120138.92,120059.91,120138.81,24.90288,2990986.6712075,1580,120106.054850182
1759466940000,binance,BTCUSDT,1m,120138.81,120165,120138.81,120163.49,21.36631,2567272.0044911,950,120155.14164547366
1759467000000,binance,BTCUSDT,1m,120163.49,120163.49,120139.01,120139.01,2.4213,290908.4619239,1096,120145.5672258291
1759467060000,binance,BTCUSDT,1m,120139.02,120139.02,120091.62,120091.62,2.55024,306349.3152699,1814,120125.68043395916
1759467120000,binance,BTCUSDT,1m,120091.63,120091.63,120091.62,120091.62,0.6468,77675.2631423,192,120091.62514270253
1759467180000,binance,BTCUSDT,1m,120091.63,120091.63,120091.62,120091.62,2.63376,316292.5123241,261,120091.62274622593
1759467240000,binance,BTCUSDT,1m,120091.62,120091.63,120079.61,120079.62,6.40562,769223.9189916,404,120085.78701071872
1759467300000,binance,BTCUSDT,1m,120079.61,120079.62,120038.14,120038.14,5.83147,700156.3887234,1492,120065.16173853246
1759467360000,binance,BTCUSDT,1m,120038.14,120074.76,120038.14,120057.89,4.12084,494760.0411964,1341,120062.90979421671
1759467420000,binance,BTCUSDT,1m,120057.88,120066.31,120052.47,120052.47,5.14142,617281.5875217,889,120060.52559831718
1759467480000,binance,BTCUSDT,1m,120052.48,120052.48,120041.01,120041.02,3.55012,426178.5389347,500,120046.23475676878
1759467540000,binance,BTCUSDT,1m,120041.02,120041.02,120039.97,120039.98,6.96869,836528.1577832,343,120040.9485546351
1759467600000,binance,BTCUSDT,1m,120039.98,120065.41,120039.97,120062.17,5.53241,664197.8831037,1212,120055.7954135178
1759467660000,binance,BTCUSDT,1m,120062.16,120062.16,120025.44,120025.44,2.21188,265529.8156581,1753,120047.116325524
1759467720000,binance,BTCUSDT,1m,120025.44,120025.44,120015.42,120015.42,1.10388,132483.1256639,938,120015.87642125956
1759467780000,binance,BTCUSDT,1m,120015.43,120015.43,119992.1,119992.1,7.76597,931929.6561507,1122,120001.70695363231
1759467840000,binance,BTCUSDT,1m,119992.11,119992.11,119946.64,119946.64,15.13988,1816302.448348,2699,119968.08748470925
1759467900000,binance,BTCUSDT,1m,119946.65,120001.65,119946.64,120001.64,11.25594,1350561.1838485,1537,119986.53012085173
1759467960000,binance,BTCUSDT,1m,120001.65,120007.01,120001.64,120006.99,1.27668,153209.8579782,373,120006.4683226807
1759468020000,binance,BTCUSDT,1m,120006.99,120007,120002.28,120002.28,2.26044,271262.0650419,378,120004.09877806975
1759468080000,binance,BTCUSDT,1m,120002.28,120002.29,119974.4,119974.4,4.72029,566398.7937385,1653,119992.37202343499
1759468140000,binance,BTCUSDT,1m,119974.39,119974.39,119957,119957,2.05629,246683.6544947,761,119965.40103521389
1759468200000,binance,BTCUSDT,1m,119957,119957.01,119951.53,119951.53,1.13329,135941.6084958,638,119953.06452523185
1759468260000,binance,BTCUSDT,1m,119951.54,119951.54,119951.53,119951.54,2.53674,304285.8500068,199,119951.53228427038
1759468320000,binance,BTCUSDT,1m,119951.53,119951.54,119951.53,119951.53,2.22051,266353.5759987,136,119951.53185470906
1759468380000,binance,BTCUSDT,1m,119951.53,119960,119950.87,119959.99,4.5342,543886.8258456,736,119952.10309329098
1759468440000,binance,BTCUSDT,1m,119960,120023.49,119959.99,120022,6.86223,823438.5453867,2335,119995.76600998508
1759468500000,binance,BTCUSDT,1m,120021.99,120022,119972.67,119972.67,6.31447,757775.0470157,1542,120006.12038947054
1759468560000,binance,BTCUSDT,1m,119972.67,120003.36,119972.67,120003.35,5.48725,658366.1660997,729,119981.07724264431
1759468620000,binance,BTCUSDT,1m,120003.36,120003.36,119987.01,120000,5.98724,718429.4059783,1143,119993.42033696662
1759468680000,binance,BTCUSDT,1m,120000,120049.63,119999.99,120045.31,6.03757,724655.500359,1692,120024.36416621259
1759468740000,binance,BTCUSDT,1m,120045.3,120045.31,120023.5,120023.51,2.17652,261249.1249979,1174,120030.65673547682
1759468800000,binance,BTCUSDT,1m,120023.5,120023.51,120000.9,120000.9,4.12343,494823.6849333,1148,120002.93079627883
1759468860000,binance,BTCUSDT,1m,120000.91,120000.91,120000.9,120000.91,1.13314,135977.8227661,151,120000.90259464849
1759468920000,binance,BTCUSDT,1m,120000.91,120000.91,120000.9,120000.9,3.0721,368654.7680459,253,120000.90102727775
1759468980000,binance,BTCUSDT,1m,120000.9,120033,120000.9,120033,3.68761,442525.1966997,1326,120003.25324524558
1759469040000,binance,BTCUSDT,1m,120032.99,120044.12,120022.3,120022.3,7.2447,869600.8449692,725,120032.6921707179
1759469100000,binance,BTCUSDT,1m,120022.3,120022.31,120014.13,120014.14,2.65587,318762.7800482,556,120021.98151573683
1759469160000,binance,BTCUSDT,1m,120014.13,120014.14,119991.37,119991.38,8.38565,1006324.6885038,1765,120005.5676666448
1759469220000,binance,BTCUSDT,1m,119991.37,120040,119991.37,120034.83,13.70649,1645030.9486624,1422,120018.3962971118
1759469280000,binance,BTCUSDT,1m,120034.83,120034.84,120031.88,120031.89,6.04326,725399.0877988,426,120034.3999428785
1759469340000,binance,BTCUSDT,1m,120031.89,120031.89,120018.96,120018.96,5.46172,655542.944614,1154,120025.00029551132
1759469400000,binance,BTCUSDT,1m,120018.96,120018.97,120007.54,120007.55,3.0589,367096.0217359,829,120009.16072310308
1759469460000,binance,BTCUSDT,1m,120007.54,120016.39,120007.54,120016.38,7.22613,867217.6528113,847,120011.35501455136
1759469520000,binance,BTCUSDT,1m,120016.38,120019.2,119968.5,119968.5,14.32019,1718391.0403658,1302,119997.78217787613
1759469580000,binance,BTCUSDT,1m,119968.5,119994.28,119968.5,119994.28,3.31269,397445.5009216,1490,119976.66576757861
1759469640000,binance,BTCUSDT,1m,119994.27,119994.28,119987.53,119987.54,4.10213,492222.1788559,629,119991.85273404306
1759469700000,binance,BTCUSDT,1m,119987.53,119987.54,119968.48,119968.49,4.25875,510971.9814186,1092,119981.68040354564
1759469760000,binance,BTCUSDT,1m,119968.48,119968.49,119951.53,119951.54,4.24342,509046.8550543,1002,119961.45916602644
1759469820000,binance,BTCUSDT,1m,119951.54,119951.54,119948.71,119948.72,3.0711,368381.7767536,673,119951.08487304223
1759469880000,binance,BTCUSDT,1m,119948.71,119948.72,119917.14,119917.14,6.26793,751767.2153787,1633,119938.67439149768
1759469940000,binance,BTCUSDT,1m,119917,119918.57,119900,119907.77,5.29528,634944.8810672,2034,119907.70668731398
1759470000000,binance,BTCUSDT,1m,119907.77,119907.78,119900.71,119900.71,3.73806,448216.4385346,754,119906.1648380711
1759470060000,binance,BTCUSDT,1m,119900.71,119900.72,119857.14,119871.43,9.74938,1168848.4327836,2560,119889.51428538018
1759470120000,binance,BTCUSDT,1m,119871.43,119871.43,119839.94,119862.19,7.58662,909272.5594835,2314,119852.129075069
1759470180000,binance,BTCUSDT,1m,119862.19,119862.2,119843,119854.57,8.77931,1052213.8426261,1938,119851.54216289206
1759470240000,binance,BTCUSDT,1m,119854.57,119854.57,119849.71,119849.71,5.29562,634691.0500266,465,119852.0758714938
1759470300000,binance,BTCUSDT,1m,119849.71,119849.72,119846.67,119846.67,4.37401,524222.7929828,457,119849.47290536601
1759470360000,binance,BTCUSDT,1m,119846.67,119846.68,119841.8,119841.8,3.77516,452436.3539057,858,119845.61022730161
1759470420000,binance,BTCUSDT,1m,119841.81,119841.81,119818.64,119833.12,42.84864,5134145.4165299,2147,119820.49877265416
1759470480000,binance,BTCUSDT,1m,119833.12,119843.69,119833.11,119833.11,6.3344,759105.7215356,634,119838.6147915509
1759470540000,binance,BTCUSDT,1m,119833.12,119833.12,119819.54,119819.55,4.45677,534048.5675626,1412,119828.61300058116
1759470600000,binance,BTCUSDT,1m,119819.54,119847.99,119746.81,119847.99,23.54851,2820785.8825399,9218,119786.17256632798
1759470660000,binance,BTCUSDT,1m,119848,119879,119834.95,119834.96,12.49208,1497202.1161595,3193,119852.10758812785
1759470720000,binance,BTCUSDT,1m,119834.95,119859.68,119760.39,119782.56,13.14182,1574697.8135502,3107,119823.41970520066
1759470780000,binance,BTCUSDT,1m,119782.57,119870.98,119767.26,119848,52.71432,6316559.3248512,3515,119826.25071994099
1759470840000,binance,BTCUSDT,1m,119847.99,119894,119847.99,119894,16.67694,1999032.4239536,2747,119868.05876579278
1759470900000,binance,BTCUSDT,1m,119893.99,119903.47,119893.99,119903.46,11.48918,1377572.4913375,1165,119901.72417330917
1759470960000,binance,BTCUSDT,1m,119903.46,119903.47,119903.46,119903.46,3.86509,463437.6728012,341,119903.4622224062
1759471020000,binance,BTCUSDT,1m,119903.47,119935.1,119903.46,119926.7,7.89991,947340.9876014,1941,119917.946862863
1759471080000,binance,BTCUSDT,1m,119926.69,119926.7,119920.4,119920.4,4.82966,579187.7615425,542,119923.0922140482
1759471140000,binance,BTCUSDT,1m,119920.4,119920.41,119920.4,119920.4,3.85235,461975.3681026,333,119920.4039359352
1759471200000,binance,BTCUSDT,1m,119920.41,119920.41,119903.28,119903.28,4.2981,515398.5722728,963,119913.11795276984
1759471260000,binance,BTCUSDT,1m,119903.29,119903.29,119894.42,119894.43,5.39118,646394.7150254,1110,119898.55931825686
1759471320000,binance,BTCUSDT,1m,119894.43,119894.43,119864.66,119864.66,5.47879,656830.9120537,1447,119886.12669105768
1759471380000,binance,BTCUSDT,1m,119864.67,119864.67,119786.62,119824.3,13.7914,1652424.2052924,5445,119815.5521043839
1759471440000,binance,BTCUSDT,1m,119824.31,119919.19,119824.3,119919.18,9.19001,1101753.025436,4627,119885.94413237854
1759471500000,binance,BTCUSDT,1m,119919.18,119928.71,119908.98,119928.71,15.9783,1916157.9571893,897,119922.51723833574
1759471560000,binance,BTCUSDT,1m,119928.71,119951.54,119928.7,119944.3,5.32138,638273.8463981,1488,119945.17331934573
1759471620000,binance,BTCUSDT,1m,119944.31,119962.2,119920.41,119920.41,12.91715,1549324.9307873,1569,119943.24837810973
1759471680000,binance,BTCUSDT,1m,119920.41,119920.42,119920.41,119920.42,12.1502,1457056.9703399,385,119920.41039159027
1759471740000,binance,BTCUSDT,1m,119920.42,119920.42,119920.41,119920.41,2.77763,333094.5439508,253,119920.41558839731
1759471800000,binance,BTCUSDT,1m,119920.42,119940.6,119920.41,119940.6,3.56978,428102.8449963,746,119924.15358826033
1759471860000,binance,BTCUSDT,1m,119940.59,119959.9,119940.59,119959.89,7.80547,936295.4476779,1011,119953.75649101207
1759471920000,binance,BTCUSDT,1m,119959.9,120016.58,119959.89,120016.3,12.57041,1508344.5593078,2395,119991.67563411217
1759471980000,binance,BTCUSDT,1m,120016.29,120075.62,120016.29,120065.92,13.40171,1608708.6727631,1926,120037.56780016131
1759472040000,binance,BTCUSDT,1m,120065.92,120065.93,120034.83,120045.13,6.76411,812020.0739483,1919,120048.32475348568
1759472100000,binance,BTCUSDT,1m,120045.13,120045.14,120000.62,120000.62,5.09656,611743.7798463,2212,120030.72265337796
1759472160000,binance,BTCUSDT,1m,120000.62,120013.67,120000.62,120013.67,4.77212,572663.5576495,753,120001.91898977812
1759472220000,binance,BTCUSDT,1m,120013.67,120025.06,120013.67,120025.06,2.2436,269275.4914037,765,120019.38465131933
1759472280000,binance,BTCUSDT,1m,120025.05,120055.91,120025.05,120035.32,5.23479,628419.5506958,1200,120046.75463500923
1759472340000,binance,BTCUSDT,1m,120035.31,120035.32,120011.47,120011.48,4.03743,484585.8736593,1163,120023.34991796763
1759472400000,binance,BTCUSDT,1m,120011.47,120035.88,119977.86,120035.31,9.30552,1116631.8179235,2655,119996.71355534135
1759472460000,binance,BTCUSDT,1m,120035.31,120035.32,120035.27,120035.28,2.09039,250920.5367092,386,120035.2741398495
1759472520000,binance,BTCUSDT,1m,120035.28,120035.28,120010.23,120010.23,4.13838,496720.7938202,1354,120027.83548639808
1759472580000,binance,BTCUSDT,1m,120010.23,120019.84,119990.01,119990.02,4.18422,502150.3127679,1701,120010.49485158524
1759472640000,binance,BTCUSDT,1m,119990.02,119990.02,119970.81,119970.81,2.55774,306864.8104752,1094,119974.9820056769
1759472700000,binance,BTCUSDT,1m,119970.81,119992.46,119970.81,119992.46,7.48385,897970.5963688,963,119987.78654954335
1759472760000,binance,BTCUSDT,1m,119992.45,119992.45,119985.01,119985.01,0.67795,81344.1410014,313,119985.45763168375
1759472820000,binance,BTCUSDT,1m,119985.02,119985.02,119979.81,119979.82,3.88423,466045.1683734,514,119983.9268975833
1759472880000,binance,BTCUSDT,1m,119979.81,119979.82,119979.81,119979.81,1.77511,212977.3618924,196,119979.81076800874
1759472940000,binance,BTCUSDT,1m,119979.81,119979.82,119979.8,119979.8,1.75244,210257.4160798,213,119979.80876937299
1759473000000,binance,BTCUSDT,1m,119979.81,119979.81,119979.8,119979.8,1.37088,164477.9142799,206,119979.80441752741
1759473060000,binance,BTCUSDT,1m,119979.81,120000,119979.19,119999.99,9.2513,1109981.2877742,1257,119981.11484593517
1759473120000,binance,BTCUSDT,1m,120000,120026,119999.99,120011.57,8.59354,1031341.4258474,2227,120013.57133933163
1759473180000,binance,BTCUSDT,1m,120011.57,120011.57,119976,119976.01,9.22664,1107093.070599,1978,119988.75761913329
1759473240000,binance,BTCUSDT,1m,119976.01,119976.01,119968.07,119968.07,1.9096,229094.0428309,1298,119969.6495762987
1759473300000,binance,BTCUSDT,1m,119968.07,119983.22,119968.04,119983.22,4.90016,587874.3024365,798,119970.43003422338
1759473360000,binance,BTCUSDT,1m,119983.22,119997,119983.21,119996.01,5.121,614499.0328244,493,119995.9056481937
1759473420000,binance,BTCUSDT,1m,119996.02,119996.02,119974,119987.05,3.96059,475195.8787756,837,119981.08331728354
1759473480000,binance,BTCUSDT,1m,119987.04,119987.05,119986.93,119986.93,2.65844,318978.3028924,440,119987.02355230888
1759473540000,binance,BTCUSDT,1m,119986.94,119986.94,119986.92,119986.93,1.45653,174764.5656663,242,119986.93172560813
1759473600000,binance,BTCUSDT,1m,119986.92,119986.93,119977.73,119977.74,1.94619,233514.4677803,545,119985.44221288775
1759473660000,binance,BTCUSDT,1m,119977.73,119977.74,119946.4,119946.4,8.7725,1052341.8042657,1159,119959.16834034768
1759473720000,binance,BTCUSDT,1m,119946.41,119946.41,119919,119919.01,6.20614,744321.6046449,1932,119933.09926055485
1759473780000,binance,BTCUSDT,1m,119919.01,119927.35,119915.77,119927.34,5.51052,660824.452446,788,119920.52518564492
1759473840000,binance,BTCUSDT,1m,119927.35,119927.35,119927.34,119927.34,1.10483,132499.3268845,174,119927.34346867846
1759473900000,binance,BTCUSDT,1m,119927.34,119927.35,119908.03,119908.04,2.86973,344129.4297393,1439,119917.00603865171
1759473960000,binance,BTCUSDT,1m,119908.04,119925.46,119908.03,119925.46,4.1989,503485.2973756,649,119908.85645659578
1759474020000,binance,BTCUSDT,1m,119925.45,119925.46,119917.06,119917.06,4.25733,510553.7199623,351,119923.45436278137
1759474080000,binance,BTCUSDT,1m,119917.05,119920,119898.22,119902.98,8.28399,993281.2424637,1941,119903.72302039235
1759474140000,binance,BTCUSDT,1m,119902.99,119902.99,119902.98,119902.99,4.86547,583384.3591023,194,119902.98143905932
1759474200000,binance,BTCUSDT,1m,119902.99,119902.99,119863.54,119880.31,16.73088,2005941.9532353,2127,119894.58732806046
1759474260000,binance,BTCUSDT,1m,119880.31,119880.31,119773,119796.39,11.42725,1369096.1435091,3734,119809.76556118926
1759474320000,binance,BTCUSDT,1m,119796.39,119818.62,119765.99,119815.09,10.8536,1300116.7629973,3220,119786.68487850114
