ts,exchange,symbol,tf,o,h,l,c,v,qv,n,vwap
1759509720000,binance,BTCUSDT,1m,123741.07,123750.63,123713.11,123744,19.62522,2428383.9496708,4579,123737.92241161119
1759509780000,binance,BTCUSDT,1m,123744,123806.07,123744,123768.06,21.44845,2654987.4348319,3892,123784.58279418325
1759509840000,binance,BTCUSDT,1m,123768.07,123785.52,123734.54,123778.33,23.83262,2949455.9106729,4176,123757.09891203317
1759509900000,binance,BTCUSDT,1m,123778.33,123824.2,123706.33,123706.34,34.06732,4216414.303009,6369,123767.12647220267
1759509960000,binance,BTCUSDT,1m,123706.34,123706.34,123411,123414.04,79.94819,9875938.9301705,11726,123529.2372494049
1759510020000,binance,BTCUSDT,1m,123414.03,123414.04,123306,123414.04,86.30596,10647041.2431453,10840,123363.91650293097
1759510080000,binance,BTCUSDT,1m,123414.04,123414.04,123222.06,123270.32,61.83106,7623703.5886695,8742,123298.9308070976
1759510140000,binance,BTCUSDT,1m,123270.31,123270.32,123058.97,123185.38,70.70905,8707756.3921158,11205,123149.10739312434
1759510200000,binance,BTCUSDT,1m,123185.38,123274.02,123101.22,123118.63,39.59896,4878471.87713,7427,123196.96974693275
1759510260000,binance,BTCUSDT,1m,123118.63,123154.67,122984.75,123062.99,48.47338,5964954.6215741,10277,123056.29649869888
1759510320000,binance,BTCUSDT,1m,123062.98,123062.98,122938.74,122965,40.15382,4938603.2600509,6412,122992.1153218025
1759510380000,binance,BTCUSDT,1m,122964.99,122965,122833.01,122964.99,46.7233,5742631.9116352,8669,122907.24138995318
1759510440000,binance,BTCUSDT,1m,122965,122965,122853.04,122857.51,33.18379,4078676.8505792,6838,122911.7243864911
1759510500000,binance,BTCUSDT,1m,122857.51,123007.04,122831.17,122964.01,60.87973,7483442.1210171,8181,122921.73636474898
1759510560000,binance,BTCUSDT,1m,122964,122964.01,122828,122915.04,43.08539,5293865.9067183,8224,122869.16531841304
1759510620000,binance,BTCUSDT,1m,122915.03,122915.04,122817.36,122828.57,16.33946,2007282.1755223,4168,122848.74625736102
1759510680000,binance,BTCUSDT,1m,122828.56,122843.52,122656.82,122656.83,36.95152,4536087.3666512,8258,122757.80175351919
1759510740000,binance,BTCUSDT,1m,122656.82,122718.28,122508.63,122553.3,65.125,7983454.2988119,13581,122586.63030805222
1759510800000,binance,BTCUSDT,1m,122553.3,122553.3,121869.79,121870.41,216.23446,26434206.7487301,21637,122247.89124143348
1759510860000,binance,BTCUSDT,1m,121870.4,122236,121788.41,122229.96,224.03765,27345819.2254372,18048,122059.03438746657
1759510920000,binance,BTCUSDT,1m,122229.96,122313.72,121881.74,121933.94,154.67745,18894802.9917997,18145,122156.15780968526
1759510980000,binance,BTCUSDT,1m,121933.95,122023,121661.44,121967.5,171.81621,20937271.7642825,20415,121858.53572420494
1759511040000,binance,BTCUSDT,1m,121967.5,122108.65,121855.5,122103.29,81.45778,9935383.6670093,14036,121969.73287277532
1759511100000,binance,BTCUSDT,1m,122103.28,122176.03,121763.46,121917.6,113.56317,13853144.4105722,15072,121986.24263986466
1759511160000,binance,BTCUSDT,1m,121917.6,122173.64,121893.91,122170.72,38.42582,4690352.3133703,12200,122062.51716606959
1759511220000,binance,BTCUSDT,1m,122170.72,122266.14,122136.39,122261.32,43.64029,5333471.2927128,9679,122214.38704263423
1759511280000,binance,BTCUSDT,1m,122261.32,122458.46,122243.26,122458.46,48.79379,5968685.9610941,10662,122324.70486703533
1759511340000,binance,BTCUSDT,1m,122458.45,122788.94,122458.45,122720.94,100.88693,12368738.2002929,17554,122600.00577173772
1759511400000,binance,BTCUSDT,1m,122720.94,122941.26,122720.94,122924.83,61.27894,7526181.1441663,12118,122818.39640447925
1759511460000,binance,BTCUSDT,1m,122924.83,123033.39,122866.53,122885.97,52.72984,6483579.4099321,10819,122958.45028037445
1759511520000,binance,BTCUSDT,1m,122885.96,123063.46,122850,122981,44.15696,5430295.9039461,8796,122977.1230615989
1759511580000,binance,BTCUSDT,1m,122980.53,123069,122950,123013.53,12.24528,1506210.1660278,6252,123003.32585517032
1759511640000,binance,BTCUSDT,1m,123013.53,123113.97,122981.09,122981.09,38.56809,4745392.0007535,9331,123039.33123868721
1759511700000,binance,BTCUSDT,1m,122981.09,122981.1,122650.67,122681.73,68.70352,8437519.1096042,11301,122810.57956861891
1759511760000,binance,BTCUSDT,1m,122681.73,122956.32,122681.73,122868.94,43.69096,5367960.1850778,8176,122862.03336062656
1759511820000,binance,BTCUSDT,1m,122868.94,122868.94,122571.7,122609.38,32.12656,3941903.591772,7876,122699.21185996883
1759511880000,binance,BTCUSDT,1m,122609.37,122719.24,122480.29,122492.22,33.51777,4109097.6567381,10014,122594.60151251411
1759511940000,binance,BTCUSDT,1m,122492.23,122492.23,122314,122333.75,59.2333,7249232.2444524,13049,122384.40614405074
1759512000000,binance,BTCUSDT,1m,122333.74,122490,122231.84,122463.97,43.91779,5373529.1986678,14821,122354.27143915485
1759512060000,binance,BTCUSDT,1m,122463.97,122537.03,122410.09,122488.01,24.97696,3059489.4329713,8204,122492.46637586401
1759512120000,binance,BTCUSDT,1m,122488.01,122660.41,122480.86,122655.05,31.76982,3894947.6548768,8066,122598.98403191456
1759512180000,binance,BTCUSDT,1m,122655.06,122723.64,122541,122558.62,25.89342,3176304.3677947,8007,122668.39868177708
1759512240000,binance,BTCUSDT,1m,122558.61,122600,122444.6,122481.71,17.74225,2173457.0045944,7476,122501.7686366949
1759512300000,binance,BTCUSDT,1m,122481.71,122559.48,122398.36,122501.35,27.7956,3404638.2754052,10394,122488.38936397128
1759512360000,binance,BTCUSDT,1m,122501.36,122587.31,122464.19,122572.64,11.7462,1439307.5863966,6005,122533.89065370927
1759512420000,binance,BTCUSDT,1m,122572.64,122615.84,122567,122579.56,18.07114,2215520.242806,5406,122599.91582191274
1759512480000,binance,BTCUSDT,1m,122579.57,122630.35,122487.31,122563.15,13.74139,1684423.1955416,9246,122580.2626620451
1759512540000,binance,BTCUSDT,1m,122563.15,122592.33,122509,122509.01,13.82189,1693792.7813461,4464,122544.22378893914
1759512600000,binance,BTCUSDT,1m,122509,122529.17,122442.52,122442.52,21.70827,2658977.4432964,8963,122486.84226317436
1759512660000,binance,BTCUSDT,1m,122442.52,122491.98,122331.99,122491.97,35.01367,4285059.3761832,9123,122382.4687952791
1759512720000,binance,BTCUSDT,1m,122491.97,122651.06,122453.99,122651.06,39.07098,4788710.5006694,7313,122564.38156067241
1759512780000,binance,BTCUSDT,1m,122651.06,122767.87,122648,122703.34,30.74995,3773261.5337753,11418,122707.89168032144
1759512840000,binance,BTCUSDT,1m,122703.35,122730.38,122634.42,122664.23,12.54953,1539643.2751826,6079,122685.33364855894
1759512900000,binance,BTCUSDT,1m,122664.24,122812.13,122664.24,122803.67,37.39578,4590974.9755503,9130,122767.19393338768
1759512960000,binance,BTCUSDT,1m,122803.68,122951.88,122801.99,122802,54.54529,6702477.9532906,10298,122879.13316237938
1759513020000,binance,BTCUSDT,1m,122802,122906.22,122802,122826.01,28.65713,3520870.8711918,7334,122861.94992980108
1759513080000,binance,BTCUSDT,1m,122826.01,122889,122806.67,122888.99,21.88221,2688304.6423484,4935,122853.43401550391
1759513140000,binance,BTCUSDT,1m,122889,122939,122869.71,122933.72,14.363,1765413.0765326,3074,122913.95088300495
1759513200000,binance,BTCUSDT,1m,122933.72,122979,122925,122961.89,25.63124,3151468.5369154,5026,122954.1971795122
1759513260000,binance,BTCUSDT,1m,122961.89,122961.9,122699.87,122748.23,74.81099,9188286.8033656,9882,122820.0135216176
1759513320000,binance,BTCUSDT,1m,122748.23,122786.04,122643.16,122720.72,12.84847,1576573.9136652,6908,122705.18697286134
1759513380000,binance,BTCUSDT,1m,122720.73,122724.35,122593.47,122635.45,13.28301,1629030.173749,6356,122640.13757040008
1759513440000,binance,BTCUSDT,1m,122635.46,122635.48,122557.19,122581.99,15.85356,1943419.4550775,5544,122585.68139127742
1759513500000,binance,BTCUSDT,1m,122582,122601,122440,122533.99,25.55012,3129631.1686409,9048,122489.88140333196
1759513560000,binance,BTCUSDT,1m,122534,122590.07,122327.42,122381.05,39.61588,4851410.5509467,10341,122461.25924620887
1759513620000,binance,BTCUSDT,1m,122382,122429.84,122332,122424.76,16.65774,2038777.3088944,7860,122392.19179158757
1759513680000,binance,BTCUSDT,1m,122424.77,122468,122251.03,122251.04,53.70607,6568737.0248875,7466,122309.02437820345
1759513740000,binance,BTCUSDT,1m,122251.03,122295.97,122129.34,122186.04,37.7289,4610295.3581728,11843,122195.3292614627
1759513800000,binance,BTCUSDT,1m,122186.03,122260.33,122127.74,122193.5,44.94709,5491131.3952329,8926,122168.78545936788
1759513860000,binance,BTCUSDT,1m,122193.5,122220,121952.22,122045.98,50.40938,6154361.7627231,14096,122087.63057040377
1759513920000,binance,BTCUSDT,1m,122045.98,122086,121790.36,121862.75,79.87461,9737012.5480425,12202,121903.72570260437
1759513980000,binance,BTCUSDT,1m,121862.75,121917.2,121733,121773.13,65.86543,8025109.0491051,9921,121840.98773977639
1759514040000,binance,BTCUSDT,1m,121773.12,121821.8,121603.42,121607.07,52.78817,6424910.2692868,10118,121711.17637316846
1759514100000,binance,BTCUSDT,1m,121607.07,121989,121607.06,121954.68,74.41433,9063785.0421196,12167,121801.60786396383
1759514160000,binance,BTCUSDT,1m,121954.68,122107.37,121922.98,122095.49,25.95624,3167617.4299604,8728,122036.83699797813
1759514220000,binance,BTCUSDT,1m,122095.5,122191.64,122065.87,122170.98,26.31914,3214622.809827,8512,122140.11589387039
1759514280000,binance,BTCUSDT,1m,122170.98,122228.38,122055,122068.54,22.78071,2782525.7883516,9613,122143.9449583266
1759514340000,binance,BTCUSDT,1m,122068.55,122138.21,122049.95,122073.25,7.85075,958494.2529942,6262,122089.51412211572
1759514400000,binance,BTCUSDT,1m,122073.26,122115.04,121891,121929.57,22.92876,2797995.231308,10834,122029.94105690844
1759514460000,binance,BTCUSDT,1m,121929.58,121958,121747.44,121904,48.85395,5952775.8830031,10876,121848.4049499191
1759514520000,binance,BTCUSDT,1m,121904,122056.79,121877.87,121989.01,25.43684,3102441.8002378,8824,121966.47854992207
1759514580000,binance,BTCUSDT,1m,121989.01,122055.86,121900,121908.58,16.6543,2031429.0353729,9667,121976.24849876009
1759514640000,binance,BTCUSDT,1m,121908.57,121913.26,121767.4,121802.73,33.96098,4137918.8804426,6540,121843.32962248441
1759514700000,binance,BTCUSDT,1m,121802.72,121888.77,121622,121730.41,40.1552,4887675.0817764,9916,121719.60497709886
1759514760000,binance,BTCUSDT,1m,121730.41,121730.41,121466.25,121581.98,83.19222,10112166.0402869,11775,121551.82347924962
1759514820000,binance,BTCUSDT,1m,121581.98,121852.72,121581.98,121804.15,38.07879,4635705.1462399,10645,121739.82277903002
1759514880000,binance,BTCUSDT,1m,121804.14,121804.14,121641.43,121760.48,16.32864,1987166.8670684,7141,121698.24719440198
1759514940000,binance,BTCUSDT,1m,121760.47,121896.54,121760.47,121881.21,16.94247,2064282.0466137,5261,121840.67887466821
1759515000000,binance,BTCUSDT,1m,121881.21,122027.53,121863.16,122027.53,31.92532,3892980.3907668,6748,121940.21518865903
1759515060000,binance,BTCUSDT,1m,122027.52,122155.78,122027.52,122053.47,36.97268,4514203.5463341,7329,122095.65404331253
1759515120000,binance,BTCUSDT,1m,122053.46,122068,121973.26,122005.69,21.33592,2603209.1887832,6143,122010.63693448418
1759515180000,binance,BTCUSDT,1m,122005.69,122020.88,121966.2,121991.18,12.05322,1470478.8408569,5500,121998.83855574693
1759515240000,binance,BTCUSDT,1m,121991.19,122030,121966.2,122029.93,25.59791,3123141.2330825,5770,122007.66519932682
1759515300000,binance,BTCUSDT,1m,122029.94,122100,121998.21,122066.02,21.50163,2624424.6593819,4714,122057.00960261618
1759515360000,binance,BTCUSDT,1m,122066.01,122140.47,122066.01,122125.67,25.2165,3079296.2602633,4128,122114.34022419051
1759515420000,binance,BTCUSDT,1m,122125.68,122171.98,122089.72,122150.1,26.44418,3229893.8984417,4063,122140.06629971888
1759515480000,binance,BTCUSDT,1m,122150.09,122228.62,122134.21,122212.89,8.87781,1084815.9599975,4252,122194.09516508013
1759515540000,binance,BTCUSDT,1m,122212.89,122310.93,122212.89,122282.38,19.11913,2337494.4043487,4688,122259.45450178433
1759515600000,binance,BTCUSDT,1m,122282.38,122336.03,122204.75,122211.65,24.64663,3014085.7848424,6382,122292.00441773987
1759515660000,binance,BTCUSDT,1m,122211.65,122410.58,122211.64,122365.03,19.18434,2346881.2434951,5508,122333.176095456
1759515720000,binance,BTCUSDT,1m,122365.03,122526.99,122365.02,122386.69,31.82946,3897839.9946318,9986,122460.13581857184
1759515780000,binance,BTCUSDT,1m,122386.69,122449,122386.68,122445.78,16.61559,2034303.4293363,3485,122433.41520441342
1759515840000,binance,BTCUSDT,1m,122445.77,122489,122445.77,122488.99,9.13012,1118105.290029,1902,122463.37288326988
1759515900000,binance,BTCUSDT,1m,122489,122509,122450.23,122505.22,23.01685,2819379.135492,3532,122491.9628659873
1759515960000,binance,BTCUSDT,1m,122505.21,122592.57,122495.02,122535.04,27.09843,3320828.0569933,6334,122546.88028027085
1759516020000,binance,BTCUSDT,1m,122535.03,122566.15,122535.03,122547.76,12.10834,1483903.3004344,2440,122552.16655911546
1759516080000,binance,BTCUSDT,1m,122547.75,122580,122452,122452,20.75602,2543839.2285643,4800,122559.10471103324
1759516140000,binance,BTCUSDT,1m,122452,122491.94,122431.29,122474.4,15.77123,1931420.6605443,3426,122464.80842295116
1759516200000,binance,BTCUSDT,1m,122474.4,122590,122474.4,122556.77,14.515,1778940.2471304,4617,122558.74937171202
1759516260000,binance,BTCUSDT,1m,122556.77,122556.77,122408,122419.97,25.98499,3182569.8930594,6855,122477.24140203248
1759516320000,binance,BTCUSDT,1m,122419.98,122426.43,122203.45,122282.59,36.44401,4457237.3373243,7096,122303.70196156515
1759516380000,binance,BTCUSDT,1m,122282.6,122480.23,122282.6,122480.23,13.94919,1707256.735454,3572,122391.10195316002
1759516440000,binance,BTCUSDT,1m,122480.23,122507.32,122422.94,122503.82,15.04462,1842752.9688094,3939,122485.84336522956
1759516500000,binance,BTCUSDT,1m,122503.82,122578.94,122503.82,122566.93,9.48583,1162426.866512,3631,122543.50610457915
1759516560000,binance,BTCUSDT,1m,122566.94,122579.17,122494.42,122534.87,8.22047,1007269.141482,3812,122531.81892057267
1759516620000,binance,BTCUSDT,1m,122534.88,122664.28,122529,122645.35,22.46522,2754603.2009783,3830,122616.34655606757
1759516680000,binance,BTCUSDT,1m,122645.35,122732.12,122637.52,122660.16,23.01008,2823308.0958631,5573,122698.75184541297
1759516740000,binance,BTCUSDT,1m,122660.16,122698.99,122651.97,122687.6,21.36548,2620947.6300934,1690,122672.0686871252
1759516800000,binance,BTCUSDT,1m,122687.59,122699,122618,122694.1,11.85706,1454486.2316206,4674,122668.37071083387
1759516860000,binance,BTCUSDT,1m,122694.09,122694.09,122576,122576.01,15.88453,1947844.5914888,4417,122625.25812780108
1759516920000,binance,BTCUSDT,1m,122576,122618.81,122561.42,122600.93,6.96197,853528.7558029,2294,122598.74084532107
1759516980000,binance,BTCUSDT,1m,122600.92,122618.13,122593.14,122618.13,6.29385,771646.7786216,1581,122603.29982786371
1759517040000,binance,BTCUSDT,1m,122618.12,122670.99,122618.12,122642.58,6.85596,840881.8731866,2151,122649.76359059855
1759517100000,binance,BTCUSDT,1m,122642.57,122647.95,122560.54,122624.91,15.43641,1892408.1170444,5537,122593.7972005408
1759517160000,binance,BTCUSDT,1m,122624.91,122624.91,122580.85,122610.4,8.95546,1097981.9255128,2580,122604.74900371394
1759517220000,binance,BTCUSDT,1m,122610.41,122671.41,122605.92,122641.99,6.86121,841468.7872184,4379,122641.45642217627
1759517280000,binance,BTCUSDT,1m,122642,122720,122607,122607,17.9823,2206091.2842805,5238,122681.26348022779
1759517340000,binance,BTCUSDT,1m,122607.01,122611.93,122431.25,122471.48,17.2074,2108136.0154915,7193,122513.3381854028
1759517400000,binance,BTCUSDT,1m,122471.49,122489.84,122357.55,122357.56,16.53225,2023919.0439777,5190,122422.47993937304
1759517460000,binance,BTCUSDT,1m,122357.56,122453.98,122357.56,122412.64,6.38516,781633.9776442,2997,122414.15683306291
1759517520000,binance,BTCUSDT,1m,122412.64,122412.65,122325.59,122385.72,10.51673,1286982.0156389,3826,122374.73203542354
1759517580000,binance,BTCUSDT,1m,122385.73,122429.16,122385.72,122416.46,8.72479,1067990.388565,3682,122408.72142080209
1759517640000,binance,BTCUSDT,1m,122416.47,122452.9,122416.47,122441.15,3.86759,473539.3502321,1595,122437.83602504402
1759517700000,binance,BTCUSDT,1m,122441.15,122450,122389.26,122426.99,16.79142,2055894.3061681,2351,122437.1915042385
1759517760000,binance,BTCUSDT,1m,122426.99,122446.9,122403.63,122422.34,4.81101,589019.0956393,1877,122431.48437423742
1759517820000,binance,BTCUSDT,1m,122422.35,122495.36,122422.34,122474.16,16.63589,2037550.7353052,2017,122479.21423531894
1759517880000,binance,BTCUSDT,1m,122474.16,122486.16,122466.51,122466.52,2.83074,346713.4211301,936,122481.54939348013
1759517940000,binance,BTCUSDT,1m,122466.51,122563.48,122466.51,122538.46,11.48146,1406748.3439252,1892,122523.4720954652
1759518000000,binance,BTCUSDT,1m,122538.46,122616.96,122516.81,122516.81,11.12863,1363991.8879188,3774,122566.02006884947
1759518060000,binance,BTCUSDT,1m,122516.82,122553.55,122497.3,122497.31,13.83114,1694751.5753525,2912,122531.58997396455
1759518120000,binance,BTCUSDT,1m,122497.3,122498.47,122425.4,122436.76,14.0389,1719324.8015111,2880,122468.62656697462
1759518180000,binance,BTCUSDT,1m,122436.76,122439.41,122389.95,122428.14,13.23425,1620109.3097299,3524,122417.91637077281
1759518240000,binance,BTCUSDT,1m,122428.14,122428.15,122359.18,122374.71,13.65605,1671185.7366971,2050,122376.94916883727
1759518300000,binance,BTCUSDT,1m,122374.72,122390,122355.08,122386.67,10.03666,1228173.3352632,2274,122368.72976300883
1759518360000,binance,BTCUSDT,1m,122386.68,122456.95,122386.68,122416.01,5.12605,627539.9722796,2664,122421.74233173691
1759518420000,binance,BTCUSDT,1m,122416,122478,122413.47,122469.59,5.08776,622988.9609573,2470,122448.57480645707
1759518480000,binance,BTCUSDT,1m,122469.59,122469.6,122433.39,122455.95,3.77509,462284.7240495,1703,122456.61005419739
1759518540000,binance,BTCUSDT,1m,122455.95,122536.92,122442.59,122503.75,10.97566,1344478.569173,3504,122496.37554124309
1759518600000,binance,BTCUSDT,1m,122503.75,122580.86,122503.75,122571.75,7.44811,912780.6261327,1425,122551.97978181043
1759518660000,binance,BTCUSDT,1m,122571.75,122600,122503.87,122599.99,7.68704,942057.6009461,3265,122551.41132947142
1759518720000,binance,BTCUSDT,1m,122599.99,122600,122479.75,122479.76,9.53243,1168023.6393957,3454,122531.572683534
1759518780000,binance,BTCUSDT,1m,122479.76,122479.76,122461,122461.01,3.31878,406469.7005976,899,122475.63881836098
1759518840000,binance,BTCUSDT,1m,122461.01,122481.94,122415.86,122451.04,10.29297,1260312.0638259,3561,122443.96552461534
1759518900000,binance,BTCUSDT,1m,122451.05,122569.16,122451.05,122569.15,5.89,721691.1746481,2454,122528.21301325978
1759518960000,binance,BTCUSDT,1m,122569.15,122692.79,122549.45,122549.45,34.02767,4172508.9720274,6262,122621.06021444901
1759519020000,binance,BTCUSDT,1m,122549.46,122680.49,122549.45,122648.37,12.94202,1587249.5204752,4016,122643.1052088623
1759519080000,binance,BTCUSDT,1m,122648.37,122717,122646.63,122696.11,15.19282,1863855.3795634,3963,122680.01460975646
1759519140000,binance,BTCUSDT,1m,122696.11,122706,122654.43,122665.26,7.48618,918468.6705717,2574,122688.56353596895
1759519200000,binance,BTCUSDT,1m,122665.27,122692.98,122635.28,122635.28,9.90851,1215461.6433283,2729,122668.4580555805
1759519260000,binance,BTCUSDT,1m,122635.29,122659.55,122625.37,122625.38,14.34201,1758904.7220019,3049,122640.04292298638
1759519320000,binance,BTCUSDT,1m,122625.37,122667,122612.49,122647.41,5.27436,646889.7063376,3414,122648.00020051723
1759519380000,binance,BTCUSDT,1m,122647.41,122647.41,122582.16,122582.17,4.17634,512022.2667687,2541,122600.71420638646
1759519440000,binance,BTCUSDT,1m,122582.16,122582.17,122543.78,122581,9.55938,1171623.2749542,1884,122562.68449985249
1759519500000,binance,BTCUSDT,1m,122581.01,122640,122581,122639.99,3.23778,396994.5163936,2937,122613.18446392281
1759519560000,binance,BTCUSDT,1m,122639.99,122694.03,122639.99,122683.7,5.506,675425.5638666,2076,122670.82525728297
1759519620000,binance,BTCUSDT,1m,122683.71,122706.9,122683.7,122706.89,5.04856,619425.5841616,1415,122693.51739141457
1759519680000,binance,BTCUSDT,1m,122706.89,122783.73,122706.89,122772.81,35.52875,4361252.6947912,3793,122752.77612612883
1759519740000,binance,BTCUSDT,1m,122772.81,122819.12,122772.81,122787.66,21.93207,2693471.9447731,2855,122809.74594614643
1759519800000,binance,BTCUSDT,1m,122787.66,122871.96,122787.66,122852.37,14.9909,1841475.7987726,3058,122839.5759275694
1759519860000,binance,BTCUSDT,1m,122852.37,122918.53,122852.37,122918.53,16.31886,2005572.1268946,2536,122899.03381085442
1759519920000,binance,BTCUSDT,1m,122918.52,122961.63,122818,122845.46,29.80122,3663405.4502195,6602,122928.0361750123
1759519980000,binance,BTCUSDT,1m,122845.45,122883.19,122845.45,122879.9,6.62125,813586.6234492,1714,122875.07999987918
1759520040000,binance,BTCUSDT,1m,122879.9,122909.32,122876.04,122876.06,7.39881,909268.3068152,2418,122893.85817654461
1759520100000,binance,BTCUSDT,1m,122876.05,122893.4,122852.67,122861.99,9.02734,1109114.4514132,3647,122861.71246604204
1759520160000,binance,BTCUSDT,1m,122861.99,122923.3,122861.99,122923.3,7.12487,875528.7415736,3161,122883.46897186896
1759520220000,binance,BTCUSDT,1m,122923.3,122923.3,122871.43,122871.44,10.54169,1295613.6713515,2893,122903.79164550468
1759520280000,binance,BTCUSDT,1m,122871.43,122871.44,122680.3,122757.31,42.12192,5172149.4521175,6222,122789.97377416556
1759520340000,binance,BTCUSDT,1m,122757.31,122757.31,122671.19,122671.19,12.50326,1534051.7736965,3975,122692.14378462099
1759520400000,binance,BTCUSDT,1m,122671.2,122708.42,122671.19,122708.42,8.99329,1103415.0685912,1167,122693.14884666236
1759520460000,binance,BTCUSDT,1m,122708.41,122831,122708.41,122830.99,19.8919,2441398.5619813,2821,122733.30159418155
1759520520000,binance,BTCUSDT,1m,122831,122831,122736,122784.93,9.63483,1182999.1393755,3728,122783.60275951937
1759520580000,binance,BTCUSDT,1m,122784.94,122784.94,122748.23,122764.29,5.90321,724725.703352,1989,122768.07082112953
1759520640000,binance,BTCUSDT,1m,122764.29,122764.3,122739,122762.99,5.83503,716249.564085,1349,122749.93686150714
1759520700000,binance,BTCUSDT,1m,122763,122786,122700.29,122700.29,12.76264,1566695.8233628,4216,122756.40646157849
1759520760000,binance,BTCUSDT,1m,122700.28,122702.66,122572.78,122599.1,21.19045,2598875.0096062,5800,122643.69136125944
1759520820000,binance,BTCUSDT,1m,122599.11,122664.99,122580.85,122646.8,6.71942,824020.5394954,4213,122632.6884605219
1759520880000,binance,BTCUSDT,1m,122646.97,122682.99,122646.97,122672.36,2.92594,358945.2318874,1490,122676.89422455688
1759520940000,binance,BTCUSDT,1m,122672.37,122672.37,122653.26,122671.79,5.02516,616389.6805371,1254,122660.7074276441
1759521000000,binance,BTCUSDT,1m,122672.34,122672.34,122595.6,122656,9.21573,1130168.1735184,3974,122634.68802996614
1759521060000,binance,BTCUSDT,1m,122656,122680.69,122642.57,122680.68,5.20442,638347.812978,2135,122654.9381060714
1759521120000,binance,BTCUSDT,1m,122680.68,122713.98,122658,122678.54,9.97601,1223996.4000315,3087,122693.98286805044
1759521180000,binance,BTCUSDT,1m,122678.55,122741.51,122678.55,122690.23,8.47406,1039946.1491684,4059,122721.1217726096
1759521240000,binance,BTCUSDT,1m,122690.24,122717,122688.34,122688.34,6.07641,745581.812825,2751,122701.03775502312
1759521300000,binance,BTCUSDT,1m,122688.33,122693.21,122673.05,122677.31,3.2243,395550.0566132,2308,122677.80808646839
1759521360000,binance,BTCUSDT,1m,122677.3,122691.02,122646.81,122646.81,4.73017,580290.5007098,2501,122678.57195614534
1759521420000,binance,BTCUSDT,1m,122646.82,122672,122590.23,122590.23,10.25789,1258230.5388395,3490,122659.78079697676
1759521480000,binance,BTCUSDT,1m,122590.24,122685.65,122590.24,122642.57,11.14348,1366572.573635,4174,122634.27346170138
1759521540000,binance,BTCUSDT,1m,122642.58,122680,122590,122660.99,8.35728,1024976.6248937,4346,122644.76299629785
1759521600000,binance,BTCUSDT,1m,122661,122695.6,122548.53,122580.86,15.0697,1847878.6193362,5304,122622.12382039457
1759521660000,binance,BTCUSDT,1m,122580.85,122580.86,122388.89,122388.89,24.86901,3046140.5701922,3831,122487.40782975277
1759521720000,binance,BTCUSDT,1m,122388.9,122388.9,122292.18,122325.59,18.50509,2263855.6429858,7417,122336.91611258307
1759521780000,binance,BTCUSDT,1m,122325.59,122369,122325.59,122338.07,7.5807,927446.6271627,3328,122343.1381221655
1759521840000,binance,BTCUSDT,1m,122338.06,122400,122338.06,122348.63,4.11172,503145.3272354,3672,122368.57744092496
1759521900000,binance,BTCUSDT,1m,122348.62,122348.62,122202.6,122304.99,8.94835,1093852.4775084,5641,122240.689904664
1759521960000,binance,BTCUSDT,1m,122304.99,122375.39,122304.99,122372.56,4.69785,574718.8464296,3237,122336.5680959588
1759522020000,binance,BTCUSDT,1m,122372.56,122465,122372.56,122437.45,7.52838,921629.8935063,2498,122420.74569911456
1759522080000,binance,BTCUSDT,1m,122437.44,122437.44,122258.65,122258.65,16.34489,1999649.3725252,5338,122340.9501394748
1759522140000,binance,BTCUSDT,1m,122258.66,122258.66,122148.54,122165.11,20.83658,2546031.402389,4002,122190.46515258262
1759522200000,binance,BTCUSDT,1m,122165.11,122182.63,122069.85,122069.85,14.33298,1750289.823841,6192,122116.25383144329
1759522260000,binance,BTCUSDT,1m,122069.85,122128.03,122039.3,122119.08,8.93307,1090493.4486533,3970,122073.76060562606
1759522320000,binance,BTCUSDT,1m,122119.07,122120.57,122103.58,122111.13,4.72609,577117.0309677,1265,122113.00059196925
1759522380000,binance,BTCUSDT,1m,122111.12,122111.12,122037.43,122057.19,4.5542,555851.2942125,2711,122052.45580178736
1759522440000,binance,BTCUSDT,1m,122057.2,122097.22,122057.19,122097.21,8.43734,1030091.3345649,2135,122087.21404671377
1759522500000,binance,BTCUSDT,1m,122097.22,122128.04,122097.21,122128.03,9.41568,1149814.9664641,2055,122117.0394983793
1759522560000,binance,BTCUSDT,1m,122128.04,122283.69,122099.94,122270.3,58.36943,7133397.7890864,4375,122211.19495404357
1759522620000,binance,BTCUSDT,1m,122270.31,122307.18,122219.93,122222.1,30.11707,3682117.4810365,3440,122260.14951110783
1759522680000,binance,BTCUSDT,1m,122222.1,122222.1,122174.82,122174.82,13.86273,1693799.6709193,2751,122183.70197784275
1759522740000,binance,BTCUSDT,1m,122174.82,122190.53,122164.99,122190.53,13.74001,1678604.8763315,1268,122169.11605824887
1759522800000,binance,BTCUSDT,1m,122190.53,122279.93,122166.69,122235,6.76986,827463.296676,5174,122227.53449495262
1759522860000,binance,BTCUSDT,1m,122235.01,122235.01,122198.75,122198.75,6.19496,757131.1531653,1142,122217.27875003229
1759522920000,binance,BTCUSDT,1m,122198.75,122198.75,122170.26,122191.29,3.52245,430387.9735286,1579,122184.26763434541
1759522980000,binance,BTCUSDT,1m,122191.29,122214.91,122191.28,122196.95,4.80109,586694.8773789,1811,122200.3497911724
